window,window_end,detectable_at,rule_id,metric,value,reference,status,severity,reason,owner,escalation,action,suppressed,suppression_reason,n_rows,in_sample,model_id
2018Q2,2018-06-30,2019-06-30,MON-06,brier_reliability,6.581221138995467e-6,8.285079028259359e-7,breach,medium,694.3% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",29341,false,RISKOS_PD_001
2018Q2,2018-06-30,2019-06-30,MON-04,observed_over_expected,1.317103929230757,,warn,medium,"1.3171 outside warn band [0.8, 1.25]",model_owner,model_owner_and_second_line,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",29341,false,RISKOS_PD_001
2018Q3,2018-09-30,2018-09-30,MON-02,max_feature_csi,3.937087186754304,,breach,medium,3.9371 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",30206,false,RISKOS_PD_001
2018Q3,2018-09-30,2018-09-30,MON-01,score_psi,0.22686612806936968,,warn,medium,0.2269 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",30206,false,RISKOS_PD_001
2018Q3,2018-09-30,2019-09-30,MON-04,observed_over_expected,1.2595225832268173,,warn,medium,"1.2595 outside warn band [0.8, 1.25]",model_owner,model_owner_and_second_line,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",30206,false,RISKOS_PD_001
2018Q3,2018-09-30,2018-09-30,MON-03,n_features_csi_significant,7.0,,breach,medium,7.0000 above breach threshold 2.0,model_owner,model_owner_and_second_line,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",30206,false,RISKOS_PD_001
2018Q4,2018-12-31,2018-12-31,MON-03,n_features_csi_significant,7.0,,breach,medium,7.0000 above breach threshold 2.0,model_owner,model_owner_and_second_line,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",31059,false,RISKOS_PD_001
2018Q4,2018-12-31,2019-12-31,MON-06,brier_reliability,0.000010796012812575619,8.285079028259359e-7,breach,medium,1203.1% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",31059,false,RISKOS_PD_001
2018Q4,2018-12-31,2019-12-31,MON-04,observed_over_expected,1.492963717301209,,warn,medium,"1.4930 outside warn band [0.8, 1.25]",model_owner,model_owner_and_second_line,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",31059,false,RISKOS_PD_001
2018Q4,2018-12-31,2018-12-31,MON-01,score_psi,0.22223298405805558,,warn,medium,0.2222 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",31059,false,RISKOS_PD_001
2018Q4,2018-12-31,2018-12-31,MON-02,max_feature_csi,3.9429831096672343,,breach,medium,3.9430 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",31059,false,RISKOS_PD_001
2019Q1,2019-03-31,2019-03-31,MON-01,score_psi,0.22046478706024591,,warn,medium,0.2205 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",31900,false,RISKOS_PD_001
2019Q1,2019-03-31,2019-03-31,MON-02,max_feature_csi,3.959025667410639,,breach,medium,3.9590 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",31900,false,RISKOS_PD_001
2019Q1,2019-03-31,2019-03-31,MON-03,n_features_csi_significant,7.0,,breach,medium,7.0000 above breach threshold 2.0,model_owner,model_owner_and_second_line,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",31900,false,RISKOS_PD_001
2019Q1,2019-03-31,2020-03-31,MON-04,observed_over_expected,1.362976518856189,,warn,medium,"1.3630 outside warn band [0.8, 1.25]",model_owner,model_owner_and_second_line,"Calibration is the dimension that converts directly into a money number: ECL is PD x LGD x EAD, so a ratio of 2.0 understates the provision by half. Warn — recalibrate at the next scheduled review. Breach — the reported provision is materially wrong; notify finance and second line in the same reporting period.",false,"",31900,false,RISKOS_PD_001
2019Q1,2019-03-31,2020-03-31,MON-05,gini,0.6750531639479365,0.787221102767375,warn,medium,14.2% below the development-sample 0.7872 (warn at 10%),model_owner,model_owner_and_second_line,"Measured as a proportional fall from the development-sample Gini, not an absolute floor, because what matters is whether the model still ranks as well as it did when it was approved. Breach — ranking power has gone; the model no longer supports the decisions it was approved for.",false,"",31900,false,RISKOS_PD_001
2019Q1,2019-03-31,2020-03-31,MON-06,brier_reliability,6.094620041964358e-6,8.285079028259359e-7,breach,medium,635.6% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",31900,false,RISKOS_PD_001
2019Q2,2019-06-30,2019-06-30,MON-01,score_psi,0.20900321538442662,,warn,medium,0.2090 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",32532,false,RISKOS_PD_001
2019Q2,2019-06-30,2019-06-30,MON-02,max_feature_csi,4.005888386883528,,breach,medium,4.0059 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",32532,false,RISKOS_PD_001
2019Q2,2019-06-30,2019-06-30,MON-03,n_features_csi_significant,7.0,,breach,medium,7.0000 above breach threshold 2.0,model_owner,model_owner_and_second_line,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",32532,false,RISKOS_PD_001
2019Q2,2019-06-30,2020-06-30,MON-06,brier_reliability,0.00045255944505920775,8.285079028259359e-7,breach,medium,54523.4% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",32532,false,RISKOS_PD_001
2019Q3,2019-09-30,2019-09-30,MON-01,score_psi,0.21623288928910556,,warn,medium,0.2162 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",32681,false,RISKOS_PD_001
2019Q3,2019-09-30,2019-09-30,MON-02,max_feature_csi,4.062952173541383,,breach,medium,4.0630 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",32681,false,RISKOS_PD_001
2019Q3,2019-09-30,2020-09-30,MON-06,brier_reliability,0.0013201780323963683,8.285079028259359e-7,breach,medium,159244.0% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",32681,false,RISKOS_PD_001
2019Q3,2019-09-30,2019-09-30,MON-03,n_features_csi_significant,6.0,,breach,medium,6.0000 above breach threshold 2.0,model_owner,model_owner_and_second_line,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",32681,false,RISKOS_PD_001
2019Q4,2019-12-31,2019-12-31,MON-03,n_features_csi_significant,6.0,,breach,medium,6.0000 above breach threshold 2.0,model_owner,model_owner_and_second_line,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",32789,false,RISKOS_PD_001
2019Q4,2019-12-31,2020-12-31,MON-06,brier_reliability,0.001688799441598262,8.285079028259359e-7,breach,medium,203736.3% above the development-sample 0.0000 (breach at 400%),model_owner,model_owner_and_second_line,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",32789,false,RISKOS_PD_001
2019Q4,2019-12-31,2019-12-31,MON-01,score_psi,0.2127529895506448,,warn,medium,0.2128 above warn threshold 0.1,model_owner,model_owner_and_second_line,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",32789,false,RISKOS_PD_001
2019Q4,2019-12-31,2019-12-31,MON-02,max_feature_csi,4.1215541320622595,,breach,medium,4.1216 above breach threshold 0.25,model_owner,model_owner_and_second_line,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",32789,false,RISKOS_PD_001
1999Q1,1999-03-31,1999-03-31,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",3275,true,RISKOS_PD_001
1999Q2,1999-06-30,1999-06-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",13833,true,RISKOS_PD_001
1999Q3,1999-09-30,1999-09-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",22414,true,RISKOS_PD_001
1999Q4,1999-12-31,1999-12-31,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",29213,true,RISKOS_PD_001
2000Q1,2000-03-31,2001-03-31,MON-06,brier_reliability,2.8317675388383944e-6,8.285079028259359e-7,warn,low,241.8% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",38146,true,RISKOS_PD_001
2000Q1,2000-03-31,2000-03-31,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",38146,true,RISKOS_PD_001
2000Q2,2000-06-30,2000-06-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",46408,true,RISKOS_PD_001
2000Q3,2000-09-30,2001-09-30,MON-06,brier_reliability,1.719524317667479e-6,8.285079028259359e-7,warn,low,107.5% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",55501,true,RISKOS_PD_001
2000Q3,2000-09-30,2000-09-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",55501,true,RISKOS_PD_001
2000Q4,2000-12-31,2000-12-31,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",64034,true,RISKOS_PD_001
2000Q4,2000-12-31,2001-12-31,MON-06,brier_reliability,2.445632984261443e-6,8.285079028259359e-7,warn,low,195.2% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",64034,true,RISKOS_PD_001
2001Q1,2001-03-31,2001-03-31,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",68530,true,RISKOS_PD_001
2001Q2,2001-06-30,2001-06-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",73447,true,RISKOS_PD_001
2001Q3,2001-09-30,2001-09-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",79142,true,RISKOS_PD_001
2001Q4,2001-12-31,2001-12-31,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",78769,true,RISKOS_PD_001
2002Q1,2002-03-31,2002-03-31,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",82599,true,RISKOS_PD_001
2002Q2,2002-06-30,2003-06-30,MON-06,brier_reliability,2.330519148459272e-6,8.285079028259359e-7,warn,low,181.3% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",87680,true,RISKOS_PD_001
2002Q2,2002-06-30,2002-06-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",87680,true,RISKOS_PD_001
2002Q3,2002-09-30,2003-09-30,MON-06,brier_reliability,1.7181697188160777e-6,8.285079028259359e-7,warn,low,107.4% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",88460,true,RISKOS_PD_001
2002Q3,2002-09-30,2002-09-30,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",88460,true,RISKOS_PD_001
2002Q4,2002-12-31,2002-12-31,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",86206,true,RISKOS_PD_001
2003Q1,2003-03-31,2004-03-31,MON-06,brier_reliability,3.141889649070369e-6,8.285079028259359e-7,warn,low,279.2% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",83709,true,RISKOS_PD_001
2003Q1,2003-03-31,2003-03-31,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",83709,true,RISKOS_PD_001
2003Q2,2003-06-30,2004-06-30,MON-06,brier_reliability,1.7439454482906888e-6,8.285079028259359e-7,warn,low,110.5% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",78680,true,RISKOS_PD_001
2003Q3,2003-09-30,2004-09-30,MON-06,brier_reliability,2.2011135498063545e-6,8.285079028259359e-7,warn,low,165.7% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",75551,true,RISKOS_PD_001
2003Q4,2003-12-31,2004-12-31,MON-06,brier_reliability,3.6429993768064266e-6,8.285079028259359e-7,warn,low,339.7% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",78999,true,RISKOS_PD_001
2004Q1,2004-03-31,2004-03-31,MON-02,max_feature_csi,0.15603499083892763,,warn,low,0.1560 above warn threshold 0.1,model_owner,model_owner,Identify the feature and decide whether the shift is a data-supply change (a vendor field changing coverage) or a genuine portfolio change. The two have opposite remediations and the metric cannot tell them apart.,false,"",82499,true,RISKOS_PD_001
2004Q2,2004-06-30,2004-06-30,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",87569,true,RISKOS_PD_001
2004Q3,2004-09-30,2004-09-30,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",92234,true,RISKOS_PD_001
2004Q4,2004-12-31,2004-12-31,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",97277,true,RISKOS_PD_001
2004Q4,2004-12-31,2005-12-31,MON-06,brier_reliability,1.9390429911155977e-6,8.285079028259359e-7,warn,low,134.0% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",97277,true,RISKOS_PD_001
2005Q1,2005-03-31,2005-03-31,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",102257,true,RISKOS_PD_001
2005Q2,2005-06-30,2006-06-30,MON-06,brier_reliability,3.2814046554917302e-6,8.285079028259359e-7,warn,low,296.1% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",108062,true,RISKOS_PD_001
2005Q2,2005-06-30,2005-06-30,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",108062,true,RISKOS_PD_001
2005Q3,2005-09-30,2005-09-30,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",112787,true,RISKOS_PD_001
2005Q4,2005-12-31,2005-12-31,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",117977,true,RISKOS_PD_001
2006Q1,2006-03-31,2006-03-31,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",123557,true,RISKOS_PD_001
2006Q2,2006-06-30,2007-06-30,MON-06,brier_reliability,2.74746738260325e-6,8.285079028259359e-7,warn,low,231.6% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",129059,true,RISKOS_PD_001
2006Q2,2006-06-30,2006-06-30,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",129059,true,RISKOS_PD_001
2006Q3,2006-09-30,2007-09-30,MON-06,brier_reliability,2.4481512474632508e-6,8.285079028259359e-7,warn,low,195.5% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",135327,true,RISKOS_PD_001
2006Q3,2006-09-30,2006-09-30,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",135327,true,RISKOS_PD_001
2006Q4,2006-12-31,2006-12-31,MON-03,n_features_csi_significant,1.0,,warn,low,1.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",140753,true,RISKOS_PD_001
2007Q1,2007-03-31,2007-03-31,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",24632,false,RISKOS_PD_001
2007Q2,2007-06-30,2007-06-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",25550,false,RISKOS_PD_001
2007Q3,2007-09-30,2007-09-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",26464,false,RISKOS_PD_001
2007Q4,2007-12-31,2007-12-31,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",27449,false,RISKOS_PD_001
2008Q1,2008-03-31,2008-03-31,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",28124,false,RISKOS_PD_001
2008Q2,2008-06-30,2008-06-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",29120,false,RISKOS_PD_001
2008Q3,2008-09-30,2008-09-30,MON-03,n_features_csi_significant,2.0,,warn,low,2.0000 above warn threshold 0.0,model_owner,model_owner,"One drifting input is a feature problem. Three at once is usually an upstream data problem, and the first check is the ingest layer, not the model.",false,"",30034,false,RISKOS_PD_001
2018Q3,2018-09-30,2019-09-30,MON-06,brier_reliability,3.7155309374088744e-6,8.285079028259359e-7,warn,low,348.5% above the development-sample 0.0000 (warn at 100%),model_owner,model_owner,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",30206,false,RISKOS_PD_001
1999Q1,1999-03-31,2000-03-31,MON-05,gini,,0.787221102767375,not_evaluated,none,metric unavailable for this window,model_owner,none,"Measured as a proportional fall from the development-sample Gini, not an absolute floor, because what matters is whether the model still ranks as well as it did when it was approved. Breach — ranking power has gone; the model no longer supports the decisions it was approved for.",false,"",3275,true,RISKOS_PD_001
1999Q1,1999-03-31,1999-03-31,MON-01,score_psi,0.08820891901272397,,ok,none,0.0882 within 0.1,model_owner,none,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",3275,true,RISKOS_PD_001
1999Q1,1999-03-31,2000-03-31,MON-06,brier_reliability,,8.285079028259359e-7,not_evaluated,none,metric unavailable for this window,model_owner,none,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",3275,true,RISKOS_PD_001
1999Q2,1999-06-30,2000-06-30,MON-06,brier_reliability,,8.285079028259359e-7,not_evaluated,none,metric unavailable for this window,model_owner,none,Reliability isolates miscalibration from the irreducible base-rate variance that moves the headline Brier score whenever the default rate moves. A rising reliability term with a flat Gini is the signature of a model that still ranks but no longer predicts a level.,false,"",13833,true,RISKOS_PD_001
1999Q2,1999-06-30,1999-06-30,MON-01,score_psi,0.030208895111368338,,ok,none,0.0302 within 0.1,model_owner,none,Warn — investigate which score bands moved and whether the shift is portfolio mix or model behaviour. Breach — the scored population is no longer the population the model was calibrated on; escalate to second line and open a redevelopment assessment.,false,"",13833,true,RISKOS_PD_001
1999Q2,1999-06-30,2000-06-30,MON-05,gini,,0.787221102767375,not_evaluated,none,metric unavailable for this window,model_owner,none,"Measured as a proportional fall from the development-sample Gini, not an absolute floor, because what matters is whether the model still ranks as well as it did when it was approved. Breach — ranking power has gone; the model no longer supports the decisions it was approved for.",false,"",13833,true,RISKOS_PD_001
